IDK;NCTR;NCTN;ESC;OGTD;OGTT;OGTR;QNTN;SGTI;SGTT;PVCS;PVCR;PVCP;PVCJ;LDCT;LDCQ;LDCN;LDCU;LDCM;LDCZ;COLD;DTZG;DTZS;DTSI;DTSV;DTSF;DTSL;AUTN;ATBD;ATBR;MTC;MISU;MISL;MISP;MISD;MISN;DESO;NSC;STCD;STCC;CDGG;CMPD;CMPN;CMPE;FUR;GPDPX;GPDPY;MUNICIPIO;ID_NIL;NIL;WGS84_Y;WGS84_X;location
v5010-00091;3;2023488.0;R03/ Museo Poldi Pezzoli;skyphos;Serie Morel 4373;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;fine;330 a.C.;ca.;300 a.C.;ca.;Knudsen Group;;;argilla/ a tornio;cm||;;;17,5||10;;"Corpo ceramico beige; vernice marrone nera opaca; ingobbio rossiccio; sovraddipinture bianco-crema e amaranto.
Orlo estroflesso ed arrotondato, vasca ovoidale; piede ad anello con profilo arrotondato, fondo cavo; ansa a bastoncello impostate orizzontalmente al di sotto dell'orlo.";;2009;ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00071;3;2023468.0;R03/ Museo Poldi Pezzoli;askos;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/IV a.C.;fine/inizio;415 a.C.;ca.;385 a.C.;ca.;;;;argilla/ a tornio lento;cm;14,4;;6,5;;"Corpo ceramico beige rosato, fiammata di cottura sul corpo; decorazione in bruno e paonazzo.
Bocchello verticale cilindrico, corpo otriforme, apicatura posteriore, fondo piatto; ansa a bastoncello impostata longitudinalmente sul corpo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00198;3;2023594.0;R03/ Museo Poldi Pezzoli;fibula a navicella;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VII a.C.;;699 a.C.;ca.;600 a.C.;ca.;;;;bronzo;cm;2,8;;;11,5;"Navicella profonda con sezione a C, molla unilaterale a doppio avvolgimento; staffa di media lunghezza con bottone profilato. L'arco presenta una decorazione costituita da quattro doppie linea che dividono la fibula in quattro segmenti decorati da un motivo a zig-zag.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00058;3;2023455.0;R03/ Museo Poldi Pezzoli;olla carenata ad anse rimontanti;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;seconda metà;349 a.C.;ca.;300 a.C.;ca.;;;;argilla/ a tornio;cm||;;;9,9||7,6;;"olla carenata ad anse rimontanti messapica.
Argilla beige; decorazione in rosso e bruno. Il fondo del piede presenta ingobbio bianco.
Labbro estroflesso; collo a profilo concavo; corpo globulare; piede ad anello con fondo piatto. Anse a nastro sormontanti, impostate verticalmente sull'orlo e sul corpo.";;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00072;3;2023469.0;R03/ Museo Poldi Pezzoli;unguentario;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. III a.C.;seconda metà;249 a.C.;ca.;200 a.C.;ca.;;;;argilla/ a tornio;cm||;;;2,6||2,4;;"Argilla nocciola, vernice rosso-marrone.
Orlo ingrossato ad anello sbilenco, collo tubolare, corpo fusiforme; piede tronconico, fondo piatto. 
Verniciato l'orlo e il collo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00220;3;2023615.0;R03/ Museo Poldi Pezzoli;orecchino;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. III/II a.C.;;299 a.C.;ca.;101 a.C.;ca.;;;;oro, zaffiro e avventurina;cm;;;;4,4;Orecchino pendente formato in succesione da castone ovale con zaffiro, sfera di avventurina verde con baccellatura a rilievo, colombina d'oro lavorata a sbalzo.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00201;3;2023597.0;R03/ Museo Poldi Pezzoli;spillone/ testa;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VII a.C.;;699 a.C.;ca.;600 a.C.;ca.;;;;oro;cm;;;0,20;;Globo diviso da fascia con sfere a rilievo in due semisfere decorate a filigrana con motivo a rosette e fior di loto. Sul globo è accovacciata un'anatra lavorata a sbalzo, con ali e zampe indicate in cordocino di filigrana. Ago moderno.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00159;3;2023556.0;R03/ Museo Poldi Pezzoli;punta di lancia;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. XIII/XI a.C.;;1299 a.C.;ca.;1000 a.C.;ca.;;;;bronzo;cm;3,1;;3,5;16;"Lama di forma ovale con costolatura arrotondata; immanicatura a cannone stretto e allungato con fori per fissaggio nella parte mediana.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00009;3;2023406.0;R03/ Museo Poldi Pezzoli;statuetta femminile;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. V a.C.;metà;460 a.C.;ca.;440 a.C.;ca.;;;;argilla/ a matrice/ a stecca;cm;;3.8;;;"Statuetta stante femminile.
Argilla beige chiaro.";;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00214;3;2023609.0;R03/ Museo Poldi Pezzoli;orecchino;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II a.C.;;199 a.C.;ca.;100 a.C.;ca.;;;;oro, perle, pasta vitrea, smalto;cm;;;;3,5;"Orecchino a disco circondato da fili godronati, sormontato da un motivo a corona isiaca. Al di sotto del disco sono saldati, attraverso anelli, cinque pendenti: quelli laterali esterni a maglie loop-in-loop costituiti da globuli aurei all'ultimo dei quali è attaccato un grappolo di granuli; i pendenti mediani hanno una prima sfera in pasta vitrea verde e altre due di colore neutro e terminano con una corolla rovesciata lavorata a filigrana. Nel pendente centrale vi è un cigno in pasta vitrea bianca con code ed ali spiegate indietro, lungo collo piegato in avanti. L'animale presenta particolari applicati in oro.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00321;3;2023712.0;R03/ Museo Poldi Pezzoli;coppa;forma Isings 69b;C. Isings, Roman glass from dated finds, Groningen 1957;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I d.C.;;1 d.C.;ca.;99 d.C.;ca.;;;;vetro soffiato;cm||;;;6,8||4,1;;"Vetro di colore verde-azzurro chiaro, con bolle d'aria.
Orlo arrotondato sotto il quale cordoncino a rilievo da stessa parete ripiegata, vasca troncoconica, piede ad anello.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00019;3;2023416.0;R03/ Museo Poldi Pezzoli;statuetta femminile;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.||sec. III a.C.;seconda metà||prima metà;349 a.C.||299;ca.||c.a.;300 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;7,2;;;;Figura femminile seduta;;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00037;3;2023434.0;R03/ Museo Poldi Pezzoli;peso da telaio;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VI/I a.C.;;599 a.C.;ca.;2 a.C.;ca.;;;;argilla/ a matrice;cm;;;2,7;;Peso da telaio;;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00105;3;2023502.0;R03/ Museo Poldi Pezzoli;kylix;Serie Morel 4221;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;prima metà;399 a.C.;ca.;350 a.C.;ca.;;;;argilla/ a tornio;cm||;;;16,4||8,8;;"Corpo ceramico beige, vernice nera lucente; sotto il piede ingobbio e linee concentriche con al centro un punto in nero.
Labbro espanso, pareti oblique, vasca ampia con profonda carenatura, piede ad anello sagomato; anse a bastoncello a profilo quadrangolare, ricurve verso l'alto, impostate orizzontalmente sul corpo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00206;3;2023602.0;R03/ Museo Poldi Pezzoli;fibula ad arco;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/IV a.C.;;499 a.C.;ca.;300 a.C.;ca.;;;;oro;"cm; gr.";;;4,9;;"Fibula con sottile arco liscio; è dotata di una sola spirale e staffa piatta. Sull'arco linee incise";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00116;3;2023513.0;R03/ Museo Poldi Pezzoli;ciotola monoansta;Serie Morel 6214;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;seconda metà;349 a.C.;ca.;300 a.C.;ca.;;;;argilla/ a tornio;cm||;;;8,7||3,9;;"Corpo ceramico beige, vernice olivastra lucente, compatta.
Orlo leggermente estroflesso; vasca profonda emisferica, stretto piede ad anello, fondo ombelicato. Ansa a nastro applicata orizzontalmente sul corpo.
Tre linee concentriche incise all'interno della vasca.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00154;3;2023551.0;R03/ Museo Poldi Pezzoli;punta di lancia;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. XV/XIII a.C.;;1499 a.C.;ca.;1200 a.C.;ca.;;;;bronzo;cm;;;2,2;11,5;"Cuspide a forma di foglia d'alloro, con costolatura mediana semicircolare; immanicatura conica a cannone, nella parte mediana fori per fissaggio.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00148;3;2023545.0;R03/ Museo Poldi Pezzoli;cinturone;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;prima metà;399 a.C.;ca.;350 a.C.;ca.;;;;bronzo;cm;;;;75,5;"Lamina profilata con forellini. Estremità maschio dotata di due ganci, fissati da due ribattini; le placche sono a forma di palmetta decorata ad incisione. All'estremità femmina sono presenti due fori per l'inserzione dei ganci e due coppie di placche a palmetta dotate di anello mobile.";;2009;frammentario;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00330;3;2023721.0;R03/ Museo Poldi Pezzoli;brocchetta;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II d.C.;;100 d.C.;ca.;199 d.C.;ca.;;;;vetro soffiato in stampo bipartito;cm;;;2,5;;"Vetro di colore violaceo, ansa in vetro blu.
Collo cilindrico, corpo globoso costolato, piede a disco ottenuto dalla parete stessa. Ansa a nastro impostata sulla spalla e saldata sotto l'orlo con anello sopraelevato.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00128;3;2023525.0;R03/ Museo Poldi Pezzoli;anfora/ frammento;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I d.C.;;1 d.C.;ca.;99 d.C.;ca.;;;;argilla;;;;;10,4;"Corpo ceramico beige-rosato.
Parte del collo con attacco dell'ansa.";;2009;mutilo;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00041;3;2023438.0;R03/ Museo Poldi Pezzoli;anello;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VIII/VI a.C.;;799 a.C.;ca.;500 a.C.;ca.;;;;bronzo;cm;;;4;;Elemento circolare realizzato a doppia spirale, privo di terminazione di chiusura.;;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00023;3;2023420.0;R03/ Museo Poldi Pezzoli;statuetta;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.||sec. III a.C.;fine/inizio||prima metà;330 a.C.||299;ca.||c.a.;270 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;7,5;;;;Personaggio della commedia;;2009;ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00343;3;2023734.0;R03/ Museo Poldi Pezzoli;anse di patera;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;;;;;;;;;;bronzo;cm;4;;;8,5;"Anse costolate di forma arcuata; nella parte centrale sono decorate da una fascia con al centro mezze sferette. Alle terminazioni le linguette si aprono a forma di petali.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00274;3;2023665.0;R03/ Museo Poldi Pezzoli;fibula;a navicella;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VII a.C.;;699 a.C.;ca.;600 a.C.;ca.;;;;bronzo;cm;;;;5,8;"Arco a navicella cava che va restrinegndosi alle estremità; da un lato spire della molle, dall'altro staffa in lamina piatta.
L'arco è decorato con elementi geometrici incisi disposte a fasci trasversali e a spina di pesce.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00182;3;2023578.0;R03/ Museo Poldi Pezzoli;morso equino;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI a.C.;seconda metà;550 a.C.;ca.;500 a.C.;ca.;;;;bronzo e ferro;cm;16,2;;;17,6;"Filetto snodato con estremità a capocchia; montanti di forma arcuata terminanti in doppie protomi di cavallo dalle quali sporge una palmetta. Campanello a forma vegetale chiusa da palmetta.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00028;3;2023425.0;R03/ Museo Poldi Pezzoli;statuetta;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II a.C.||sec. III a.C.;||prima metà;199 a.C.||299;ca.||c.a.;100 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;6,5;;;;Statuetta di erote;;2009;ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00120;3;2023517.0;R03/ Museo Poldi Pezzoli;anello;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VIII/VI a.C.;;799 a.C.;ca.;501 a.C.;ca.;;;;bronzo;;;;2;;Elemento circolare realizzato a doppia spirale, privo di terminazione di chiusura;;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00167;3;2023564.0;R03/ Museo Poldi Pezzoli;lama di pugnale;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. XIII a.C.;;1299 a.C.;ca.;1200 a.C.;ca.;;;;bronzo;cm;3,25;;;15,8;Lama a foglia d'alloro allungata, costolatura mediana arrotondata, punta stondata. Alla base due fori passanti per l'attacco del manico in materiale organico.;;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00022;3;2023419.0;R03/ Museo Poldi Pezzoli;statuetta femminile;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.||sec. III a.C.;fine/inizio||prima metà;330 a.C.||299;ca.||c.a.;270 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;5,4;;;;Figura femminile stante.;;2009;ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00267;3;2023658.0;R03/ Museo Poldi Pezzoli;cucchiaio;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. II/III d.C.;;100 d.C.;ca.;299 d.C.;ca.;;;;argento;cm;;;3,8;16;Cucchiaio a lingula con coppa ovale profonda e manico diritto decorato con tre linee incise da cui si sviluppano linee ondulate a V.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00063;3;2023460.0;R03/ Museo Poldi Pezzoli;trozzella;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;;399 a.C.;ca.;300 a.C.;ca.;;;;argilla/ a tornio;cm||;;;10,5||9,6;;"trozzella messapica con decorazione geometrica.
Bocca rotonda, labbro estroflesso ingrossato, collo a parete oblique, spalle arrotondate; corpo globoso; basso piede campanulato, fondo piatto. Anse sormontanti con trozze, impostate sull'orlo e sulla spalla.";;2009;parzialmente ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00125;3;2023522.0;R03/ Museo Poldi Pezzoli;pittura;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. II/III d.C.;;101 d.C.;ca.;299 d.C.;ca.;;;;affresco su intonaco;;20;;;;Pittura su sfondo nero, con profili e linee guide tracciate. Particolari inciso (flabello, corona sul capo).;;2009;mutilo;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00177;3;2023574.0;R03/ Museo Poldi Pezzoli;spada/ fodero;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IX a.C.;;899 a.C.;ca.;800 a.C.;ca.;;;;bronzo;cm;5;;3,8;32,2;Fodero formato da due lamine, la più grande ribattuta sulla più piccola, terminante in un puntale composto da due anelli distanziati e sovrapposti. Su di una faccia tracce di motivo decorativo geometrico costituito da linee orizzontali.;;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00068;3;2023465.0;R03/ Museo Poldi Pezzoli;olla;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/IV a.C.;fine/inizio;425 a.C.;ca.;375 a.C.;ca.;;;;argilla/ a tornio;cm||;;;15,8||8,5;;"Corpo ceramico beige; colore nero e marrone.
Labbro estroflesso, corpo globoso, piede a disco. Anse a bastoncello impostate orizzontalmente sul corpo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00227;3;2023621.0;R03/ Museo Poldi Pezzoli;orecchini;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/V d.C.;;300 d.C.;ca.;499 d.C.;ca.;;;;oro;cm;;;;;"Orecchini a cestello.
Ad un anello è saldato un elemento decorativo fatto di volute di filigrana a giorno e chiuso da un disco nella parte anteriore che conserva quattro castoni disposti a cerchio intorno al castone centrale.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
